phone_url,date,lang,country,source,domain,score,score_max,extract,author,product
/cellphones/pantech-burst/,8/20/2012,en,us,Phone Arena,phonearena.com,8,10,Other than loosing my blu tooth it just shuts the blutooth function off if I turn my blutooth off and then have to find it in settings and turn it back on no big deal.Battery life on 4lte is very poor the worst thing about the phone by far compared to my Iphone 3gs it is only about 1/2 the time.,gary24him2,Pantech Burst
/cellphones/lg-optimus-regard/,4/15/2013,en,us,CNET,reviews.cnet.com,8,10,,dustjms,LG Optimus Regard
/cellphones/htc-desire-520/,9/15/2016,en,us,CNET,reviews.cnet.com,3,10,"I needed a phone and didn't want to spend a fortune. I decided that the HTC Desire 520 sounded good as it came with a memory card that stored a huge amount of data. The rub is that the phone itself only has 4Mb of memory, and very little can be transferred to the memory card.",,HTC Desire 520
/cellphones/htc-incredible-s/,05-01-2013,en,us,CNET,reviews.cnet.com,3,10,Looks fine but don't expect HTC to EVER respond when the phone malfunctions. Crap service.,DLRosey,HTC Incredible S (unlocked)
/cellphones/htc-incredible-s/,9/25/2012,en,us,Phone Arena,phonearena.com,8,10,"One of the best phones to start off your Android revolution. A very good alternative out there for something that comes within most budgets; in fact, perhaps the most feature-packed phone in its range. I really like the overall feel of it, though there are other, better phones out there.",fahadahmed101,HTC Incredible S
/cellphones/htc-incredible-s/,03-09-2014,en,us,Amazon,amazon.com,2,10,"I choose this rating because the features that was advertised is not what it is. It says unlocked but it is a Locked phone. I just hope I can unlocked it, if not my money is gone down the drain. I was deceived by the saler that it is an unlocked cell phone whereas it is not.",Dogonyaro,HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,7/23/2011,en,us,ReviewStream,reviewstream.com,,,"I managed to get a hold of the HTC Incredible S and got the opportunity to try it out. Like most HTC phones, I found that the Incredible also has HTC Sense and Android. HTC Sense is HTC’s own software that organizes your phone’s desktop in such a way so that you can easily view the calender,...",MisterTickle,HTC Incredible S
/cellphones/htc-incredible-s/,6/16/2011,en,us,Newegg,newegg.com,2,10,,YONGFAN S.,HTC America Incredible S Black Unlocked GSM Smart Phone w/ Android OS / 8MP Camera / Multi Touch / Video Call (S710e)
/cellphones/htc-incredible-s/,02-03-2015,en,gb,Dooyoo,dooyoo.co.uk,8,10,"Aiding in bringing Android to the mainstream, Verizon's HTC Droid Incredible surely did its fair share of work in spreading the goof word about the richness of Android-especially when it's tastefully complemented with its favorable high end specs.",arvndu,HTC Incredible S
/cellphones/htc-incredible-s/,02-05-2013,en,us,Amazon,amazon.com,8,10,"Bought this product a while back with the older android OS. when I updated a year later to ICS I was blown away. The power of this device really showed with the new OS, very fast and does all the advanced features very well.",Allan,HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,12/14/2012,en,us,Amazon,amazon.com,10,10,"I have had my phone for over a year and it's been amazing. It has a large, bright HD screen, loud and clear sound and an 8 mega pixel back camera, which focus's on objects with just a tap on the screen, it also has a selection of modes such as Portrait, Auto, Landscape etc and a 3 mega pixel (I...",Tatiana,HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,12-03-2012,en,gb,Dooyoo,dooyoo.co.uk,10,10,I was torn between the Samsung mini and HTC. I choose htc because it came pre-installed with flash and java which is needed in surfing the internet. The phone came with so much more despite only wanting it to surf the net.The phone is like a desktop computer but is a smart phone that exceeded my...,misscivil,HTC Incredible S
/cellphones/htc-incredible-s/,12-01-2012,en,gb,Ciao,ciao.co.uk,10,10,I've had this phone for the past 6 months and think it is brilliant. It's very easy to keep yourself organized with this phone and the android OS is very good. The screen size and resolution is very good and responsive.,hitlolster,HTC Incredible S
/cellphones/htc-incredible-s/,10-01-2012,en,gb,Dooyoo,dooyoo.co.uk,10,10,So I finally took that scary leap into SmartPhones... and what a fantastic decision it was! Prior to purchasing this beautiful bundle of joy I was under the impression that apps and widgets were pointless on a phone and if I did use them my battery wouldn't last the day. I was wrong!,musicmanbetts,HTC Incredible S
/cellphones/htc-incredible-s/,6/23/2012,en,gb,Dooyoo,dooyoo.co.uk,10,10,"The HTC Incredible S is most noticeable by its distinctive rear. The back of the phone is not completely flat, but in my eyes lies more comfortable in my hand. The back feels strong with the matte plastic and certainly not like it's going to break.",Misterlak,HTC Incredible S
/cellphones/htc-incredible-s/,4/27/2012,en,us,Amazon,amazon.com,10,10,I bought this S710e from Taiwan and it works in AT&T network in USA. Nice phone and battery life is great. It last 2 days between charges.,James,HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,04-12-2012,en,us,Amazon,amazon.com,8,10,I just bought the Incredible S and overall I am impressed. It is my first Android phone after coming from a long stream of Nokias (most recent 5800 XpressMusic). As always when you change phones there are things you miss.,"Harvey Wilson """"You can stuff your sorrie...",HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,3/29/2012,en,gb,Dooyoo,dooyoo.co.uk,10,10,"I bought this phone when it first got released in the UK (which was last year) and before it arrived on my doorstep, I had not even tried a demo one. It was a risk, but I love the phone and would not change it for a good long time.",Guava,HTC Incredible S
/cellphones/htc-incredible-s/,03-09-2012,en,us,CNET,reviews.cnet.com,10,10,"You'll be happy with this device. It is basically a GSM version of the US CDMA Incredible 1. It will work in the US on ATT and TMObile, but it doesn't offer 3g in the US. You will only be able to use slower EDGE speeds. Be sure to keep that in mind when you purchase this otherwise good device.",narn3049,HTC Incredible S (unlocked)
/cellphones/htc-incredible-s/,03-08-2012,en,us,Phone Arena,phonearena.com,2,10,"Hat this phone because it's full of BLOATWARE. I've nothing against HTC Installing a few custom UIs and things because some people might prefer them but YOU CANNOT UNINSTALL IT. And it's not just one or 2 apps , there's absolutely loads of rubbish preinstalled that I don't use and just sits there...",beermatt,HTC Incredible S
/cellphones/htc-incredible-s/,2/16/2012,en,gb,Dooyoo,dooyoo.co.uk,10,10,"I bought this phone on a whim and it was definitely a great idea! The screen is large enough for videos and images to be clear and to make the use of ebook applications viable. The touchscreen is very responsive, though takes a bit of getting used to even if you've had a touchscreen phone before.",turkfox,HTC Incredible S
/cellphones/htc-incredible-s/,02-02-2012,en,gb,Ciao,ciao.co.uk,8,10,"Look & Feel Although not everyone will agree with me I find the design of this phone great. The backside has a mat finish which looks metalish but is plastic actually. It doesn't look cheap in any way. The phone is lightweight and is nice to hold while typing, browsing, calling and the lot.",Ruben1075,HTC Incredible S
/cellphones/htc-incredible-s/,1/16/2012,en,gb,Dooyoo,dooyoo.co.uk,8,10,The HTC incredible S is a fantastic vibrant phone which enables a user to use the phone in the most easiest way making it a user friendly phone. I personally have found that if the WIFI isn't turned on constantly then the battery lasts for more than 2 days.,Sunny_Halai,HTC Incredible S
/cellphones/htc-incredible-s/,11/15/2011,en,gb,Dooyoo,dooyoo.co.uk,10,10,"I've own this phone for a bit over 4 months now, and not had any problems with it bar a few vrey small niggels. Ok for starters the HTC sense OS has a major flaw in their wifi conneciton, if you use a hidden network SSID with WPA2 passwords then your device will not be able to connect to it, I've...",jortaro,HTC Incredible S
/cellphones/htc-incredible-s/,11-04-2011,en,us,Amazon,amazon.com,10,10,Best phone by far! Will never want another phone. Features are everything you need and stays fast if you keep it clean from unneeded apps.,Reforged,HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,10/15/2011,en,in,91 Mobiles,91mobiles.com,10,10,"Iknow you all know the advantages of this phone by many sites. But disadvantages are:-nn1. If even a single drop of water falls on screen, the screen will stop working (not stop working but acting weirdly) until that single drop is removed.n2.",Vaibhav Sharan,HTC Incredible S
/cellphones/htc-incredible-s/,10-04-2011,en,in,91 Mobiles,91mobiles.com,10,10,"All say “S” stands for Super but I say it is Suffer. When I took this phone, I was amazed with its performance but when the problem came this become a big headache. A simple problem in Mic made me to shell out INR.7500/= as the Mic is in-built with Mother Board and for that problem I need to change...",Senthil Kumar Mohan,HTC Incredible S
/cellphones/htc-incredible-s/,9/25/2011,en,gb,Ciao,ciao.co.uk,10,10,"I recently bought one of these phones from mobiles.co.uk (more on that later), to replace my old Windows Mobile 6.5 smartphone. I had been pretty happy with my old phone (an HTC Touch Diamond 2) as it had the HTC sense interface and so was pretty intuitive to use - the only problem was I found it to...",robs_new_toys,HTC Incredible S
/cellphones/htc-incredible-s/,9/22/2011,en,in,91 Mobiles,91mobiles.com,10,10,I did insane amount of research before zeroing on to purchase this mobile. Here is the abstract of my research! This phone has the highest desired features to cost ratio among all the higher end Smartphones.,Dhiraj Reddy,HTC Incredible S
/cellphones/htc-incredible-s/,8/29/2011,en,gb,Dooyoo,dooyoo.co.uk,10,10,"As a bit of a technophobe and not very well up on Apples and Androids, to say I wasn't keen to upgrade my phone to an Android is an understatement. When i first walked into the shop I was resigned to getting an iPhone, after all they are supposedly the best and also my partner has an iPhone which I...",harriheart,HTC Incredible S
/cellphones/htc-incredible-s/,08-12-2011,en,us,Amazon,amazon.com,10,10,HTS Incredible S is really great phone. After downloading android 2.3.3 It has great UI. This phone contain all the functionality like I get internet via 3G and using wifi hot spot I can use same net connection for my PC and laptop.,Pravin,HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,08-10-2011,en,gb,Amazon,amazon.co.uk,6,10,"I bought this phone and liked it, until I installed the over the air update to bring it to Android 2.3.3 After that it started randomly missing calls, the phone wouldn't ring, it would go straight to answerphone.",DicedFume,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/21/2011,en,us,Amazon,amazon.com,4,10,"I have been a happy owner of the HTC Incredible for just over a year. For almost all of that time, I have loved the phone. Recently, however, I have run into a problem that has led to a complete change of heart, and I have come to discover that I am far from alone in this problem.",hanes,HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,10,10,"Does everything you expected from it. It doen`t have sense UI 3.0 yet, but Sense UI 3.0 still not stable on Sensation yet, so it is completely fine for now. If Sensation is a bit expensive for you, this definitely the best phone out there for you. Solid built, good camera, and fast operating system.",Umit O.,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,10,10,I've had this phone since May and i can't really fault it. It's fast and has a brilliant vivid display. The camera takes 8mp photos and the camera records in 720p HD. The home screen is fully customisable which i loved and the 1GHz CPU is really good.,#NAME?,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,8,10,"I bought a Sony Ericsson X10 Mini Pro six months before purchasing the Incredible S to dry run Andriod. The X10 does not really do Android justice with it's small screen, small memory (which on the earlier Andriod version did not allow installation of apps on the SD card) but still does a few things...",Woodgnome,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,10,10,"I never thought I would bother with a smartphone having been content with my internet enabled Sony Ericsson W810 for years now. Since buying this however I've been sold! Apart from the brilliant camera (8 MP), internal memory (16 GB), and normal smartphone features, it's use on the internet is the...",Mr. A. Olorunfemi,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,2,10,"this phone is just rubbish with very very weak signal strength, all the time phone is like Switched Off. buying this dummy phone will never be a good experience, i have returned this dummy after a long struggle. even developer admitted about the weakness of the signal.",Hassan,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,10,10,"I wasnt sure which phone to go for this last time around and didnt want to be tied into a contract. So I bought this one, unlocked. very pleased with it so far, it does have its quirks, sometimes stops working, but I attribute that to the ammount of unsigned free games I've loaded onthere over the...",Spuudercat,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,8,10,Firstly I would like to say that I have been using this phone since May 2011 and have decided to give it a review now rather than almost straight after purchasing in order to get past the novelty of having a new phone and been blind to any faults it may have.,Mr. D. Wilson,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,2,10,I had an HTC Desire before this Incredible S and was very happy. This one however has technical issues. After MANY hours talking to O2 and HTC the upshot is there is a known issue with the interaction between the HTC Incredible S and the O2 3G network which HTC is taking their time fixing and O2...,Disposalist,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,4,10,"I bought this phone in July 2011, with very high expectations. The reviews made it sound amazing, a top competitor for the iPhone. And it still does get good reviews. However, about a week into owning this phone, a huge problem became evident- the reception.",Adele1992,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,10,10,The phone is a perfect mid-range smartphone with loads of features and a superb camera. I would not go back to my iphone4 after this.,Mr Brian R Coombs,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,10,10,I have owned this phone for almost two years now (23 months to be exact) so I feel that I am able to give a decent review of it. I have used this phone continuously everyday of my ownership and it has proven itself to be ever reliable.,Mr. JM MAITLAND,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,8,10,"I find the phone easy to use and visually good. It gives me all the information I require at a glance, the only draw-back is the battery which seems to need charging on a frequent basis when all the Apps are being used, otherwise, perfect.",Felicity MacDonald,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,10,10,Well impressed with the phone simple and easy to use . Good price and service . Excellent Value for money and very prompt postage .,Darren,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,6,10,"Really like the phone and this was the second one I bought. The battery life is not as good as my old one and needs charging every day (similar to most smartphones). Also, no charger included in with the phone. Other than that, good phone and delivered very promptly!",GR,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,4,10,Phone on outside is brilliant looks new but top of touch doesnt work properly which is a shame if not for that would have rated 5+,donna taylor,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,4,10,If only I had not used it I could have returned it. This phone uses so much power if fully functional you might think its got a fault. The battery does last a day so much that I had turned the internet off and am using it for calls and texts only,BabDoll,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/16/2011,en,gb,Amazon,amazon.co.uk,10,10,I love this phone. I dropped it in water once and it still works amazing. Though the charger i got with it is sadly not working.,nora,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/15/2011,en,gb,Amazon,amazon.co.uk,10,10,Had an Iphone for about 6 months and i really didnt like it my phone before that was an Htc desire. I decided that i really like android so i went back and got my self an Htc Incredible S the price was right for me as other websites were selling this for up to £499 What can i say the battery is...,Ms. C. Bailey,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/15/2011,en,gb,Amazon,amazon.co.uk,6,10,"The only documentation included with the phone was in German, French, and Italian. There was no setup guide in English. I managed to find one on the Internet but this should not have been necessary. The charger supplied was for continental use, I would have expected a UK charger.",RichardW,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/15/2011,en,gb,Amazon,amazon.co.uk,8,10,"For me , this phone is just right . Calls are clear & loud & has never dropped out , unlike my partners premium brand non android , maybe a network issue . The radio is clear & bright with a nice interface , & the camera has a relatively quick start up & capture with acceptable results .",Maxbax,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/15/2011,en,gb,Amazon,amazon.co.uk,10,10,I did a lot of research into the Incredible s and dersire s and although there isnt that much difference I'm definitely glad i went with the incredible. This phone is incredible (no pun intended) its fast and reliable.,Miss S. J. Bartram,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/15/2011,en,gb,Amazon,amazon.co.uk,10,10,"I have been using the HTC Incredible S for 2 weeks now. and i really don't know what bad should i say about it except for the battery, other than that everything is just nice. its has many many many features that i did not expect, few ones like: - when for is ringing, just flip it and it will silent...",M. Al Banna,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/15/2011,en,gb,Amazon,amazon.co.uk,10,10,"Excellent phone.. i was really torn between the iphone, the HTC Desire HD and this phone.. And i am happy i went for this one.. the screen size was just about right.. the user interface is awesome, and the general appearance, speed and the battery life (unlike what other users have said.",J G C,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/15/2011,en,gb,Amazon,amazon.co.uk,10,10,"Fab phone, easy to use. Took just a few mins and I was up and running with all my email accounts and wi-fi connected. HTC make very good easy to use handsets,this is the second one I have owned, had other brands, samsung and nokia, but HTC is by far the best.",Rich,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/15/2011,en,gb,Amazon,amazon.co.uk,10,10,"I have had this phone for 2 weeks or so, using it mainly for phone calls, email and internet, without any problems. The battery life is at least 1.5 days (I've not run it down yet) using 'advanced task killer' regularly. Easy to set up email and bluetooth. Fits shirt pocket and not too heavy.",Lost4Music,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,7/15/2011,en,gb,Amazon,amazon.co.uk,2,10,"I bought this phone cos its like the hTC desire hd, this one has a with a better screen, i have had major problems with the ohone signal, i used the sim card in another phone and i got a full signal.",Vinit Malhotra,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,07-12-2011,en,gb,Amazon,amazon.co.uk,4,10,"I would say that there is not enough backup for this phone. Some of the apps not compatable and do not run.maps are a joke as the carointer goes sideways down, anywhere but point to front....",Mr. David Massey,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,07-12-2011,en,gb,Amazon,amazon.co.uk,2,10,The phone itself loves up to its incredible name but sadly had 3 now and not built to last. My latest broke one month outside my warranty brought handset only. :-(,DeadGirlSuperstar,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,07-12-2011,en,gb,Amazon,amazon.co.uk,8,10,"very good phone for the price, stylish and functional",pliping,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,07-12-2011,en,gb,Amazon,amazon.co.uk,10,10,A very nice phone still going fine no problems,mick den,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,07-12-2011,en,gb,Amazon,amazon.co.uk,10,10,Good phone and easy to use. Good value for money. Well recomended.,CHRIS SHARP,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,07-12-2011,en,gb,Amazon,amazon.co.uk,10,10,Great phone for the money does all you need excellent service thank you.,Mr Andrew Beete Kaleidoscope,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,07-12-2011,en,gb,Amazon,amazon.co.uk,4,10,Not happy with it. Will replace shortly.,Kindle Customer,HTC Incredible S Sim Free Mobile Phone
/cellphones/htc-incredible-s/,07-12-2011,en,us,Phone Arena,phonearena.com,10,10,"Great smartphone, with all I need and more fast response time in everything I'm really pleasantly surprised with its battery life, I didn't expect it to last 30+ hours when I've been taking pictures and using wifi and playing games throughout the day It's really light and feels good in hand the...",Fadi,HTC Incredible S
/cellphones/htc-incredible-s/,07-10-2011,en,us,Amazon,amazon.com,4,10,"I was in a hurry to get the phone and it was actually important to get as soon as possible, that is way I ordered one day shipment. But when I got the phone I realized that the phone screen was defective.",Gazme,HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,6/13/2011,en,us,Amazon,amazon.com,10,10,I bought two of these phones and they are wonderful. I won't get into tech specs since it has been covered by many mobile sites. The phone itself is pretty slim and feels good in the hand (easier to handle than my HD2).,Shac,HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,06-09-2011,en,gb,Ciao,ciao.co.uk,8,10,"I have been using this phone for a few months now and am am plesantly please with it, i have been impressed with the HTC design and build quality. Also the quality of materials used, for example i use the phone without a case or screen protector and have no marks on my screen, as the phone uses a...",egghunter,HTC Incredible S
/cellphones/htc-incredible-s/,06-09-2011,en,us,Phone Arena,phonearena.com,10,10,If someone would ask me 'what you like the most in the phone ?' i would simply say 'everythin' theres nothing in which this phone lags behind. the Sense UI is awesome and after the gingerbread update it just got better than ever its one of the finest HTC Android crafted.,fatexo,HTC Incredible S
/cellphones/htc-incredible-s/,06-05-2011,en,us,Phone Arena,phonearena.com,9,10,"One look at HTC Incredible S and you know it's different. The elegant contoured design is so unique that it stands out from any angle. The look, the sound, the feel… it's a phone that impresses the senses .If you juggle more than one email account, the HTC Incredible S will merge them together so...",joudeh,HTC Incredible S
/cellphones/htc-incredible-s/,5/31/2011,en,us,Phone Arena,phonearena.com,9,10,"After a long research in the smartphone category 'm glad that i finally chose the htc incredibles s, not only its lightweight and compact but its also quite user friendly. lots of inbuilt camera effects(the results look professional, watching movies and videos is beautiful as the display is very...",sean,HTC Incredible S
/cellphones/htc-incredible-s/,5/29/2011,en,us,Phone Arena,phonearena.com,6,10,"After several years of using Sony Ericsson & Nokia, I decided to move to htc and decided to buy htc incredible s. everything going smooth at the beginning but after few days exactly, started freezing and when I call people I can hear them clearly but they don't (my voice keeps fading away and words...",Hamid,HTC Incredible S
/cellphones/htc-incredible-s/,5/27/2011,en,us,Amazon,amazon.com,10,10,"The product is amazing..seems just what i wanted.. Its can do almost everything that you can expect from a smart phone.. I am lucky one to get the 2.3.3 Android OS upgrade in first week. I use most of the application with WiFi, but the 3G also works good. The GPS is ok..",Kunal,HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,5/15/2011,en,us,Amazon,amazon.com,8,10,"I am not going to go much into reviewing the phone itself; many sites (such as Engadget) have very informative reviews on the phone. What I'll say is: it is an overall good solid phone, with a sturdy, stylish and minimalist construction from HTC, much like its other recent phones.",Cem,HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,05-10-2011,en,gb,Dooyoo,dooyoo.co.uk,10,10,I've used the Incredible S for four months now. It is my first smartphone. Prior to purchase I did extensive research. There is so much to choose from. In the end it came down to a choice between the HTC Incredible S and the Iphone 4.,Steviedeez,HTC Incredible S
/cellphones/htc-incredible-s/,05-09-2011,en,us,Amazon,amazon.com,8,10,I am happy with my incredible s that I have been using for two weeks. Up to now I had to restart it once due to its poor performance.,hampaci,HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,05-07-2011,en,us,Amazon,amazon.com,10,10,"PROS Incredible S is a very capable device with good battery and worths the money depending on what meets your fancy. It comes off as a sturdy looking device, easy to grip, good internal storage and offers a very good camera functionality.",Vitor Santos,HTC Incredible S S710E Unlocked Cell Phone
/cellphones/htc-incredible-s/,05-06-2011,en,us,Amazon,amazon.com,10,10,"I got this phone from FGS Trading. The so-called international version means that its language is English (India). No other options. This HTC 710e model is really thin and cool, but it's a little bit hot when I run multiple programs like music player. But overall it's a nice phone.",Victoria,HTC Incredible S S710E Unlocked Cell Phone
